"","-6","9","23","72","100","129"
"9",0.666666666666667,1,0,0,0,0
"23",0.444444444444444,0.666666666666667,0,0,0,0
"72",0.533333333333333,0.95,0,0,0,0
"129",0.5,0.833333333333333,0,0,0,0
"166",0.666666666666667,1,0,0,0,0
