"","-6","23","72","100","166"
"9",0,0,0,0,0
"23",0.166666666666667,0,0,0,0
"72",1,0.333333333333333,0,0.12,0
"129",0.5,0.0909090909090909,0,0,0
"166",1,0.333333333333333,0,0,0
